8,8192,5,1,2.255348
8,8192,10,1,2.257175
8,8192,15,1,2.216918
8,8192,20,1,2.275386
8,16384,5,1,8.963394
8,16384,10,1,8.940160
8,16384,15,1,9.233889
8,16384,20,1,8.940050
8,32768,5,1,37.486506
8,32768,10,1,37.516193
8,32768,15,1,38.786861
8,32768,20,1,37.475846
8,65536,5,1,158.902454
8,65536,10,1,157.783835
8,65536,15,1,157.782825
8,65536,20,1,157.977141
16,16,5,1,0.001679
16,16,10,1,0.000396
16,16,15,1,0.000597
16,32,5,1,0.000852
16,32,10,1,0.000731
16,32,15,1,0.000790
16,32,20,1,0.000612
16,64,5,1,0.000544
16,64,10,1,0.001298
16,64,15,1,0.000656
16,64,20,1,0.000864
16,128,5,1,0.000832
16,128,10,1,0.000904
16,128,15,1,0.001615
16,128,20,1,0.000912
16,256,5,1,0.002403
16,256,10,1,0.002376
16,256,15,1,0.002265
16,256,20,1,0.002525
16,512,5,1,0.008216
16,512,10,1,0.008144
16,512,15,1,0.007643
16,512,20,1,0.007327
16,1024,5,1,0.030686
16,1024,10,1,0.032184
16,1024,15,1,0.032504
16,1024,20,1,0.028685
16,2048,5,1,0.126260
16,2048,10,1,0.124433
16,2048,15,1,0.138146
16,2048,20,1,0.119217
16,4096,5,1,0.399630
16,4096,10,1,0.497225
16,4096,15,1,0.469220
16,4096,20,1,0.507959
16,8192,5,1,1.367542
16,8192,10,1,1.574444
16,8192,15,1,1.376935
16,8192,20,1,1.298612
16,16384,5,1,5.149063
16,16384,10,1,5.486816
16,16384,15,1,5.173452
16,16384,20,1,5.161801
16,32768,5,1,21.241709
16,32768,10,1,21.349828
16,32768,15,1,21.473146
16,32768,20,1,21.503883
16,65536,5,1,87.721269
16,65536,10,1,89.721304
16,65536,15,1,87.428656
16,65536,20,1,89.926367
32,32,5,1,0.001019
32,32,10,1,0.001806
32,32,15,1,0.001783
32,32,20,1,0.001180
32,64,5,1,0.001785
32,64,10,1,0.002050
32,64,15,1,0.001414
32,64,20,1,0.002080
32,128,5,1,0.002266
32,128,10,1,0.001865
32,128,15,1,0.001535
32,128,20,1,0.002078
32,256,5,1,0.002720
32,256,10,1,0.001819
32,256,15,1,0.002301
32,256,20,1,0.001998
32,512,5,1,0.005908
32,512,10,1,0.006015
32,512,15,1,0.005589
32,512,20,1,0.005190
32,1024,5,1,0.017253
32,1024,10,1,0.016844
32,1024,15,1,0.017527
32,1024,20,1,0.017334
32,2048,5,1,0.069702
32,2048,10,1,0.071706
32,2048,15,1,0.071541
32,2048,20,1,0.073007
32,4096,5,1,0.303718
32,4096,10,1,0.301694
32,4096,15,1,0.294565
32,4096,20,1,0.276849
32,8192,5,1,1.000187
32,8192,10,1,0.906304
32,8192,15,1,1.007978
32,8192,20,1,0.974037
32,16384,5,1,2.907989
32,16384,10,1,2.915653
32,16384,15,1,2.955675
32,16384,20,1,2.906294
32,32768,5,1,11.097354
32,32768,10,1,11.052471
32,32768,15,1,11.060108
32,32768,20,1,10.974484
32,65536,5,1,45.867991
32,65536,10,1,45.380042
32,65536,15,1,45.532141
32,65536,20,1,45.397094
64,64,5,1,0.005517
64,64,10,1,0.005831
64,64,15,1,0.002327
64,64,20,1,0.011676
64,128,5,1,0.004057
64,128,10,1,0.002931
64,128,15,1,0.002437
64,128,20,1,0.005481
64,256,5,1,0.008908
64,256,10,1,0.007256
64,256,15,1,0.006328
64,256,20,1,0.007357
64,512,5,1,0.005526
64,512,10,1,0.009727
64,512,15,1,0.007951
64,512,20,1,0.011439
64,1024,5,1,0.018088
64,1024,10,1,0.013314
64,1024,15,1,0.015186
64,1024,20,1,0.012449
64,2048,5,1,0.060177
64,2048,10,1,0.040489
64,2048,15,1,0.042536
64,2048,20,1,0.044891
64,4096,5,1,0.158519
64,4096,10,1,0.153925
64,4096,15,1,0.155443
64,4096,20,1,0.157449
64,8192,5,1,0.508238
64,8192,10,1,0.547892
64,8192,15,1,0.435740
64,8192,20,1,0.538440
64,16384,5,1,1.662203
64,16384,10,1,1.650835
64,16384,15,1,1.656020
64,16384,20,1,1.695165
64,32768,5,1,6.769787
64,32768,10,1,6.769608
64,32768,15,1,6.764526
64,32768,20,1,6.740250
64,65536,5,1,28.328175
64,65536,10,1,28.267877
64,65536,15,1,28.236109
64,65536,20,1,28.224864
